accountnumber,alcoholrecipienttype,altemail,altname,altphone,balancesearch,billingratecard,buyingreason,buyingtimeframe,campaignevent,category,comments,companyname,consolbalancesearch,consoldaysoverduesearch,consoldepositbalancesearch,consoloverduebalancesearch,consolunbilledorderssearch,contact,convertedtocontact,convertedtocustomer,creditholdoverride,creditlimit,cseg_bb_sales_chann,currency,custentity1,custentity_2663_customer_refund,custentity_2663_direct_debit,custentity_2663_email_address_notif,custentity_9572_custref_file_format,custentity_9572_dd_file_format,custentity_9572_ddcust_entitybank_sub,custentity_9572_ddcust_entitybnkformat,custentity_9572_refcust_entitybnkformat,custentity_9572_refundcust_entitybnk_sub,custentity_9997_dd_file_format,custentity_auto_bill_customer,custentity_bb_edi_customer,custentity_bb_sps_routing_key,custentity_bb_sps_vendor_no,custentity_bdc_customer_name,custentity_bdc_lastupdatedbyimport,custentity_bdc_shortname,custentity_bdc_sync_exclude,custentity_ccc_accrual_retail_mkt,custentity_ccc_acctmgr,custentity_ccc_auto_email_approved_inv,custentity_ccc_auto_gen_batch_prnt_label,custentity_ccc_auto_generate_po_ack,custentity_ccc_collections_rep,custentity_ccc_cust_class_sales_chan,custentity_ccc_customerid_to_sps,custentity_ccc_ehub_api_key,custentity_ccc_ehub_charge_for_shipping,custentity_ccc_ehub_ret_addr_1,custentity_ccc_ehub_ret_addr_2,custentity_ccc_ehub_ret_city,custentity_ccc_ehub_ret_company_name,custentity_ccc_ehub_ret_country,custentity_ccc_ehub_ret_first_name,custentity_ccc_ehub_ret_last_name,custentity_ccc_ehub_ret_phone,custentity_ccc_ehub_ret_state,custentity_ccc_ehub_ret_zip,custentity_ccc_ehub_shipping_markup_perc,custentity_ccc_include_in_dunning,custentity_ccc_multiple_email_addresses,custentity_ccc_pct_accrual_pricing,custentity_ccc_pct_accrual_spoilage,custentity_ccc_sales_channel_suite_conne,custentity_ccc_se_ltl_contact_email,custentity_ccc_se_ltl_contact_name,custentity_ccc_se_ltl_contact_phone_numb,custentity_ccc_send_edi_sps_asn,custentity_ccc_ship_with_ccs,custentity_ccc_ship_with_ehub,custentity_ccc_sps_configreq,custentity_ccc_uploaded_from_nurished,custentity_department,custentity_mancini_customer,custentity_naw_trans_need_approval,custentity_packship_customer_packinstruc,custentity_revenue_recognition,custentity_rfs_customer_labelgroup,custentity_rfs_edi_customer,custentity_rfs_edi_print_asn,custentity_rfs_edi_print_ucc,custentity_shipping_days_to_customer,custentity_shopify_cust_type,custentity_sps_accept_tp_uom,custentity_sps_enable_if_to_inv_sourcing,custentity_sps_enable_invoice_workflow,custentity_sps_item_case_conversion,custentity_sps_lot_exp_flag,custentity_sps_lot_man_pack_qtys,custentity_sps_package_data_source,custentity_sps_sscc_ext_digit,custentity_sps_tp_price_accept,custentity_wmsse_asn_required,custentitymanual_fulfil_auth,custentitypromomashaccess,custpartnerrolesforsearch,dateclosed,dateconversion,datecreated,dategrosslead,datelead,dateprospect,daysoverduesearch,defaultallocationstrategy,defaultbankaccount,defaultbillingaddress,defaultorderpriority,defaultshippingaddress,depositbalancesearch,duplicate,email,emailpreference,emailtransactions,enddate,entityid,entitynumber,entitystatus,entitytitle,estimatedbudget,externalid,fax,faxtransactions,firstname,firstorderdate,firstsaledate,firstsaleperiod,fullname,giveaccess,globalsubscriptionstatus,groupinvoices,homephone,id,isautogeneratedrepresentingentity,isbudgetapproved,isexplicitconversion,isinactive,isjob,isperson,language,lastmodifieddate,lastname,lastorderdate,lastsaledate,lastsaleperiod,leadsource,middlename,mobilephone,negativenumberformat,numberformat,oncredithold,overduebalancesearch,parent,phone,prefccprocessor,pricelevel,printoncheckas,printtransactions,probability,receivablesaccount,reminderdays,representingsubsidiary,resalenumber,salesreadiness,salesrep,salutation,searchstage,shipcomplete,shippingcarrier,shippingitem,startdate,taxable,taxitem,terms,territory,thirdpartyacct,thirdpartycarrier,thirdpartycountry,thirdpartyzipcode,title,toplevelparent,unbilledorderssearch,unsubscribe,url,vatregnumber,custentity_bb_lead_time
NULL,CONSUMER,NULL,Grocery Outlet Inc. (GOI),NULL,208848,NULL,NULL,NULL,NULL,1,AP@cfgo.com  kdiaz@cfgo.com,Grocery Outlet Inc. (GOI),208848,0,0,0,263466,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2506409 Grocery Outlet Inc. (GOI),F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,ap@cfgo.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,34:37.0,NULL,34:37.0,NULL,NULL,NULL,0,-2,NULL,23823696,NULL,23823696,0,F,invoices@cfgo.com,DEFAULT,T,NULL,C2506409,2506409,13,C2506409 Grocery Outlet Inc. (GOI),NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,128,C2506409 Grocery Outlet Inc. (GOI),F,2,F,NULL,13700698,F,F,NULL,F,F,F,en_US,40:12.0,NULL,00:00.0,00:00.0,131,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(323) 828-1515,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13700698,263466,T,NULL,94-1513561,21
NULL,CONSUMER,NULL,SportTech,NULL,0,NULL,NULL,NULL,NULL,1,NULL,SportTech,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0761125 SportTech,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,30:48.0,NULL,30:48.0,NULL,NULL,NULL,0,NULL,NULL,13030,NULL,13030,0,F,NULL,PDF,F,NULL,C0761125,761125,13,C0761125 SportTech,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,34,C0761125 SportTech,F,2,F,NULL,772779,F,F,NULL,T,F,F,en_US,57:33.0,NULL,00:00.0,00:00.0,46,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774810,NULL,Customer,F,nonups,NULL,NULL,F,-8,2,NULL,NULL,NULL,NULL,NULL,NULL,772779,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,"BJ's Wholesale Club, Inc",NULL,490833,NULL,NULL,NULL,NULL,1,NULL,"BJ's Wholesale Club, Inc",490833,0,0,0,759402,NULL,NULL,NULL,AUTO,NULL,6,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,"C1772235 BJ's Wholesale Club, Inc",F,NULL,NULL,F,F,F,NULL,229,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,mdanella@bjs.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,29:06.0,NULL,29:06.0,NULL,NULL,NULL,0,NULL,NULL,14418005,NULL,14418005,0,F,AIINV@BJS.com,DEFAULT,F,NULL,C1772235,1772235,13,"C1772235 BJ's Wholesale Club, Inc",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,114,"C1772235 BJ's Wholesale Club, Inc",F,2,F,NULL,8614134,F,F,NULL,F,F,F,en_US,29:23.0,NULL,00:00.0,00:00.0,132,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(774) 512-5734,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,777156,NULL,Customer,F,nonups,NULL,NULL,F,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,8614134,759402,T,NULL,45-2936287,21
NULL,CONSUMER,NULL,C&S Wholesale Grocers,(802) 257-6730,245958.24,NULL,NULL,NULL,NULL,1,Amber Downing is the additional contact,C&S Wholesale Grocers,245958.24,7,0,5126.88,140024.64,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,623ALLBUILTBRAN,NULL,NULL,F,C0933147 C&S Wholesale Grocers,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,"adowning@cswg.com, jdixon@cswg.com",NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,24:19.0,NULL,24:19.0,NULL,NULL,NULL,7,NULL,NULL,5930282,NULL,26991234,0,F,openinvoice@cswg.com,PDF,F,NULL,C0933147,933147,13,C0933147 C&S Wholesale Grocers,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,94,C0933147 C&S Wholesale Grocers,F,2,F,NULL,1847704,F,F,NULL,F,F,F,en_US,08:22.0,NULL,00:00.0,00:00.0,132,NULL,NULL,NULL,NULL,NULL,F,5126.88,NULL,(916) 823-4585,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,1847704,140024.64,T,NULL,04-6946219,21
NULL,CONSUMER,NULL,Martie Inc,NULL,39960,NULL,NULL,NULL,NULL,1,NULL,Martie Inc,39960,0,0,0,112500,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2519150 Martie Inc,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,cath@martie.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,53:55.0,NULL,53:55.0,NULL,NULL,NULL,0,-2,NULL,23951131,NULL,23951131,0,F,accouting@martie.com,DEFAULT,T,NULL,C2519150,2519150,13,C2519150 Martie Inc,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,128,C2519150 Martie Inc,F,2,F,NULL,13774204,F,F,NULL,F,F,F,en_US,32:17.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(203) 508-3232,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,13774204,112500,T,NULL,217257280,21
NULL,CONSUMER,NULL,"Ross Stores, Inc.",NULL,43032,NULL,NULL,NULL,NULL,1,RossE-Invoicing@ros.com -They do not process invoices  AP Contact: Sherry.Daniels@ros.com,"Ross Stores, Inc.",43032,3,0,43032,43032,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,"C2482041 Ross Stores, Inc.",F,NULL,NULL,F,T,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,04:21.0,NULL,04:21.0,NULL,NULL,NULL,3,-2,NULL,23583616,NULL,23583616,0,F,Maia.Fukudome@ros.com,DEFAULT,F,NULL,C2482041,2482041,13,"C2482041 Ross Stores, Inc.",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,127,"C2482041 Ross Stores, Inc.",F,2,F,NULL,13557481,F,F,NULL,F,F,F,en_US,45:19.0,NULL,00:00.0,00:00.0,127,NULL,NULL,NULL,NULL,NULL,F,43032,NULL,(714) 686-7146,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13557481,43032,T,NULL,SR Y CH 100-506445,21
NULL,CONSUMER,NULL,Safeway Inc,NULL,608914.56,NULL,NULL,NULL,NULL,1,this is Albertsons  Dave.Smithley@albertsons.com  Tobi.Seriki@albertsons.com,Safeway Inc,608914.56,5,0,134061.6,821600.4,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1771327 Safeway Inc,F,NULL,NULL,F,F,T,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,25:38.0,NULL,25:37.0,NULL,NULL,NULL,5,NULL,NULL,14551356,NULL,14619095,0,F,miriam.welch@albertsons.com,DEFAULT,F,NULL,C1771327,1771327,13,C1771327 Safeway Inc,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,112,C1771327 Safeway Inc,F,2,F,NULL,8603933,F,F,NULL,F,F,F,en_US,01:37.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,134061.6,NULL,(714) 720-8214,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,8603933,821600.4,T,NULL,SR Y OH 21-803859,21
NULL,CONSUMER,NULL,Performance Food Group Inc,NULL,67368.96,NULL,NULL,NULL,NULL,1,send AR statements to Vistar.CustomerService@pfgc.com    Nick.Zywica@pfgc.com,Performance Food Group Inc,67368.96,15,0,1238.4,60929.28,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,70XALLBUILTBRAN,100490,NULL,F,C0943485 Performance Food Group Inc,F,NULL,NULL,T,T,T,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,46:12.0,NULL,46:11.0,NULL,NULL,NULL,15,NULL,NULL,23923525,NULL,16931239,0,F,VistarPOInvoices@pfgc.com,PDF,T,NULL,C0943485,943485,13,C0943485 Performance Food Group Inc,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,83,C0943485 Performance Food Group Inc,F,2,F,NULL,1918614,F,F,NULL,F,F,F,en_US,54:21.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,1238.4,NULL,(303) 662-7739,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,5316,NULL,F,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1918614,60929.28,T,NULL,84-0629503,21
NULL,CONSUMER,NULL,Cooper Booth Wholesale Co.,NULL,9659.52,NULL,NULL,NULL,NULL,1,NULL,Cooper Booth Wholesale Co.,9659.52,0,0,0,53086.08,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1752643 Cooper Booth Wholesale Co.,F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,14:01.0,NULL,14:01.0,NULL,NULL,NULL,0,NULL,NULL,14134379,NULL,14134379,0,F,invoice@cooperbooth.com,DEFAULT,T,NULL,C1752643,1752643,13,C1752643 Cooper Booth Wholesale Co.,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,111,C1752643 Cooper Booth Wholesale Co.,F,2,F,NULL,8414812,F,F,NULL,F,F,F,en_US,42:14.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(717) 285-8000 ext 1411,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,8414812,53086.08,T,NULL,23-140684,21
NULL,CONSUMER,NULL,IHerb,NULL,5471.52,NULL,NULL,NULL,NULL,1,ruth.alquizalas@iherb.com ap@iherb.com,IHerb,5471.52,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1754032 IHerb,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,01:32.0,NULL,01:32.0,NULL,NULL,NULL,0,NULL,NULL,14152880,NULL,14152880,0,F,eric.metz@iherb.com,DEFAULT,T,NULL,C1754032,1754032,13,C1754032 IHerb,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,123,C1754032 IHerb,F,2,F,NULL,8427413,F,F,NULL,F,F,F,en_US,05:22.0,NULL,00:00.0,00:00.0,129,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(310) 384-1576,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,8427413,0,T,NULL,97-962971,21
NULL,CONSUMER,NULL,"CandyCo, LLC",NULL,0,NULL,NULL,NULL,NULL,1,Alison Knoles,"CandyCo, LLC",0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,17,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C1560338 CandyCo, LLC",F,NULL,NULL,F,F,F,NULL,329,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,alison.knoles@candyco.com,NULL,NULL,17,NULL,NULL,NULL,F,1,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,F,NULL,43:52.0,NULL,43:52.0,NULL,NULL,NULL,0,NULL,NULL,11784258,NULL,11784257,0,F,ap@candyco.com,DEFAULT,F,NULL,C1560338,1560338,13,"C1560338 CandyCo, LLC",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,107,"C1560338 CandyCo, LLC",F,2,F,NULL,7063561,F,F,NULL,F,F,F,en_US,53:07.0,NULL,00:00.0,00:00.0,107,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(435) 657-2006,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,NULL,NULL,Customer,F,nonups,NULL,NULL,F,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,7063561,0,T,NULL,10018431-004-STC,21
NULL,CONSUMER,NULL,DNA Sports Nutrition,NULL,74131.2,NULL,NULL,NULL,NULL,1,NULL,DNA Sports Nutrition,74131.2,19,0,9504,21384,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1559949 DNA Sports Nutrition,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,ron@dnanutrition.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,58:05.0,NULL,58:05.0,NULL,NULL,NULL,19,NULL,NULL,11780655,NULL,11780655,0,F,ron@getbig.com,DEFAULT,T,NULL,C1559949,1559949,13,C1559949 DNA Sports Nutrition,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,107,C1559949 DNA Sports Nutrition,F,2,F,NULL,7061659,F,F,NULL,F,F,F,en_US,44:54.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,9504,NULL,(818) 974-3129,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,11281193,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,7061659,21384,T,NULL,954303194,21
NULL,CONSUMER,NULL,Nash Finch,NULL,23116.8,NULL,NULL,NULL,NULL,1,NULL,Nash Finch,23116.8,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,"084022, 084023",NULL,F,C1212226 Nash Finch,F,NULL,NULL,F,T,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,06:56.0,NULL,06:55.0,NULL,NULL,NULL,0,NULL,NULL,6937420,NULL,6937421,0,F,anthony.rollins@spartannash.com,PDF,F,NULL,C1212226,1212226,13,C1212226 Nash Finch,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,98,C1212226 Nash Finch,F,2,F,NULL,4442186,F,F,NULL,F,F,F,en_US,51:54.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(616) 878-2000,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,4442186,0,T,NULL,8129223,21
NULL,CONSUMER,NULL,Coast to Coast Distribution,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Coast to Coast Distribution,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1043696 Coast to Coast Distribution,F,NULL,NULL,F,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,richas@gamaus.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,T,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,37:02.0,NULL,37:02.0,NULL,NULL,NULL,0,NULL,NULL,4232051,NULL,4232051,0,F,invoicing@gamaus.com,PDF,T,NULL,C1043696,1043696,13,C1043696 Coast to Coast Distribution,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C1043696 Coast to Coast Distribution,F,2,F,NULL,2941647,F,F,NULL,F,F,F,en_US,41:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(512) 735-7723,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2941647,0,T,NULL,32087953165,21
NULL,CONSUMER,NULL,Oasis Snacks,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Oasis Snacks,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2575323 Oasis Snacks,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,21:17.0,NULL,21:17.0,NULL,NULL,NULL,0,-2,NULL,24668175,NULL,24668175,0,F,Adonis@oasissnacks.com,DEFAULT,T,NULL,C2575323,2575323,13,C2575323 Oasis Snacks,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C2575323 Oasis Snacks,F,2,F,NULL,14238339,F,F,NULL,F,F,F,en_US,53:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,1 (718) 666-3200,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,14238339,0,T,NULL,82-4349750,21
NULL,CONSUMER,NULL,Stewart Candy Company,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Stewart Candy Company,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1072576 Stewart Candy Company,F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,33:29.0,NULL,33:29.0,NULL,NULL,NULL,0,NULL,NULL,4693082,NULL,4693082,0,F,azureew@stewartcandy.com,PDF,T,NULL,C1072576,1072576,13,C1072576 Stewart Candy Company,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,93,C1072576 Stewart Candy Company,F,2,F,NULL,3147663,F,F,NULL,F,F,F,en_US,57:50.0,NULL,00:00.0,00:00.0,93,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(912) 283-1970,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,3147663,0,T,NULL,58-0953300,21
